正在提取 2026-04-01...
  找到 47 条消息
正在提取 2026-04-02...
  找到 96 条消息
正在提取 2026-04-03...
  找到 119 条消息
正在提取 2026-04-04...
  找到 131 条消息
正在提取 2026-04-05...
  找到 64 条消息
正在提取 2026-04-06...
  找到 106 条消息
正在提取 2026-04-07...
  找到 35 条消息
正在提取 2026-04-08...
  找到 49 条消息
正在提取 2026-04-09...
  找到 122 条消息
正在提取 2026-04-10...
  找到 122 条消息
正在提取 2026-04-11...
  找到 2 条消息
正在提取 2026-04-12...
  找到 10 条消息
正在提取 2026-04-13...
  找到 50 条消息
正在提取 2026-04-14...
  找到 26 条消息
正在提取 2026-04-15...
  找到 50 条消息
正在提取 2026-04-16...
  找到 26 条消息
正在提取 2026-04-17...
  找到 30 条消息
正在提取 2026-04-18...
正在提取 2026-04-19...
  找到 3 条消息
正在提取 2026-04-20...
  找到 36 条消息
正在提取 2026-04-21...
  找到 47 条消息
正在提取 2026-04-22...
  找到 66 条消息
正在提取 2026-04-23...
  找到 70 条消息
正在提取 2026-04-24...
  找到 33 条消息
正在提取 2026-04-25...
  找到 49 条消息
正在提取 2026-04-26...
  找到 23 条消息
正在提取 2026-04-27...
  找到 18 条消息

总共找到 1430 条消息

# 与 💞最爱嘟七 (wxid_s6n393ouvgx121) 的4月份聊天记录

时间范围: 2026-04-01 至 2026-04-27
[2026-04-10 16:15] 我: 让他爬
[2026-04-10 16:15] 我: 今晚看什么电影
[2026-04-10 16:15] 我: 有几部女性向电影评分还挺高的
[2026-04-10 16:15] 我: 怕你看完又说不生孩子
[2026-04-10 16:16] 我: 只要你准备好钱和人
[2026-04-10 16:29] 我: 帮我买两个tiji可以吗
[2026-04-10 16:29] 我: 味道
[2026-04-10 16:30] 我: 你选
[2026-04-10 16:44] 我: 那我要几点到
[2026-04-10 16:50] 我: 你要先跟我们汇合吗
[2026-04-10 16:50] 我: xiaoxi说那个地方很难找
[2026-04-10 16:53] 我: 你们怎么汇合
[2026-04-10 16:53] 我: 你们怎么过去
[2026-04-10 16:53] 我: 点错
[2026-04-10 16:54] 我: 在开会
[2026-04-10 17:14] 我: 龙翔桥b口集合
[2026-04-10 17:14] 我: 我们地铁过去
[2026-04-10 17:14] 我: 估计6点20出发
[2026-04-10 17:39] 我: 下班
[2026-04-10 18:12] 我: 出发了没
[2026-04-10 18:18] 我: 出发
[2026-04-10 18:18] 我: 拿东西
[2026-04-10 18:26] 我: 正式出发
[2026-04-10 18:31] 我: 上19号
[2026-04-10 18:36] 我: 西湖文化广场
[2026-04-10 18:38] 我: 土也是地
[2026-04-10 18:38] 我: 人更是便
[2026-04-10 18:38] 我: 工人是天
[2026-04-10 18:45] 我: 武林🚪
[2026-04-10 18:46] 我: 记得换一号线
[2026-04-10 18:46] 我: 我们下一站就到
[2026-04-10 18:46] 我: 小心蛋糕被压扁
[2026-04-10 18:49] 我: 你还有多少战
[2026-04-10 18:51] 我: 在b口等你
[2026-04-10 18:53] 我: 我在b口这家店旁边的公仔店等你
[2026-04-10 23:12] 💞最爱嘟七: [链接] 75折打车券免费发放中🧧
  URL: https://v.didi.cn/jwOXMrX?ci=l9tfVOtLbul
[2026-04-11 17:36] 💞最爱嘟七: [链接] 【冷兔趣闻】屠宰间弄了一身血，沾到护照上了怎么办？
  URL: https://mp.weixin.qq.com/s?__biz=MTgwNTE3Mjg2MA==&mid=2652760255&idx=1&sn=f92de17ce3184dd1d2cf8048e3e0dc9c&chksm=59a8eaf4e76fea32ae45123403260562eca6f8de0fe6962830b498bac2732650aa7064d229e8&mpshare=1&scene=1&srcid=0411Qnk6zQqMdzjF9P2HwQQH&sharer_shareinfo=bee1aeceb565b934b2cef77e615dc315&sharer_shareinfo_first=bee1aeceb565b934b2cef77e615dc315#rd
[2026-04-11 20:19] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFHc0IAs7I7xxPeF8LIetXybxPcVIvU2P2OaibCRbDoE9zOGiakmZccDg81y8jKYwcnftzGtfU78WTG7ucFKYK5Ym2icTxX8qUDUArD2iadwgdCEHA&hy=SH&idx=1&m=e0d88c85bd9d9724529ad1e39138eb0b&uzid=7a1fc
[2026-04-12 10:13] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDXmLicFicBBw78oyhfqicTtKO9x5Vqia3KA5RuFJDdUChSzVG1wIKttfCxHRhqSCGoswVzhZwTZcWEGqO949H2G6P7&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1b6
[2026-04-12 10:14] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQB1c2fGzNsRLh6cDUG8r52Jb5urtAdzeBkuIvia44cfuj7l0DS7vEKM4Gm1rgSpms1cw24kZf1KguIdkrWGomEEh&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170
[2026-04-12 14:20] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiapicPLViaNs2eKy8xUKnDpY6PAmbFhDLN1SibTX085JibiaNRmH6IzvzgUfYmYDO52n6m1l2pl0jRJ6bj4HMticvDHfrD6Tu9PVmGdOlZiaNHbpmd1FA&hy=SZ&idx=1&m=6613dcfbab932348ec6bbc6c7c0a3433&uzid=7a206
[2026-04-12 14:22] 我: [强]
[2026-04-12 15:10] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiaosRdHB8EjOia0x5IGx9SyWtP13wLUjKxic6ibuvDc5OiaEKnTZAKJVwu121U0jqvicMStQpER5L3ibZUNIDwSycpiacnAdeT3MVX3G3C2U7iarC3S4LA&hy=SZ&idx=1&m=d9c54a18c287ed14d95bd22d25758f6a&uzid=7a206
[2026-04-12 17:58] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFFOtwKSuqNLqsfpvTpfqRrNjiaibqAgUO88EEk7DpXkypvjU5jXBohdr3K2IEQ1WlD3XsVWBwib9jXXibwQQkzqYG8icjSJb3aUZgMLW88zMe1niccA&hy=SH&idx=1&m=dd760ba26b3eff6ff50b9258c602849b&uzid=7a210
[2026-04-12 18:04] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiapoXRa9dnPzHL6dAaZIpjumxadu8y6sjcWAATDKRPtXfPJyuGgwkjVfq5t0USBdgicdibfOkIFnyMeBrugVnCickpYd8xwkPFO8Nng3EmLZYm4sg&hy=SZ&idx=1&m=fdbff46d53b3526ff8a6f8e98c7cb232&uzid=7a260
[2026-04-12 18:17] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibFeI6caGYwFF2JC657j4r47Tyx9k6gqv4nqcrRLfiafFscjTE8kHt0mtPDmmlSctTCf8NI5AxqQWC0HEn8ztzjhZibq2kj9BtA3AWBLWTpus92PdGticeds1iaA&hy=SH&idx=1&m=f909420beeaa08180807f30422fec615&uzid=7a1fc
[2026-04-12 21:20] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiaqUkict0YibG4NZtoGgDX6AtoZHQc5Zib02X0w5YRJ3ibIkBoGKGoj94VicwHVvibLEtMdcEJ105iackl7xL1q6Wt6L6F2942OBGIAHK1NJJhviaicOvpg&hy=SZ&idx=1&m=0a688b38ecc093e625d0a991ba5334f3&uzid=7a1ca
[2026-04-12 23:18] 我: 有空的话把猫的剃毛机拿进来
[2026-04-13 09:15] 我: 刚看到
[2026-04-13 09:15] 我: 好的
[2026-04-13 09:24] 我: 完了穿少了
[2026-04-13 09:24] 我: 怎么突然查这个
[2026-04-13 09:25] 我: 哎呀忘记拿勺子了
[2026-04-13 10:25] 我: 维生素D包装是你开的吗
[2026-04-13 12:45] 我: 信维是什么
[2026-04-13 13:02] 我: 啥
[2026-04-13 13:02] 我: 什么上下文
[2026-04-13 13:02] 我: 没听过
[2026-04-13 13:03] 我: 黄金4400以下随便买
[2026-04-13 13:03] 💞最爱嘟七: [链接] 一个股票 的同音字
[2026-04-13 13:04] 我: 纳指和btc快跑
[2026-04-13 13:04] 我: 上下文是啥
[2026-04-13 13:06] 我: 旁边坐了个私募大佬
[2026-04-13 13:06] 我: #接龙
分享主题：如何用 Notion 实现知行合一
分享嘉宾：RAY

分享时间：4月14日20点，约1-1.5小时（星期二晚8点）

🚀参与方式：#腾讯会议：479-687-893

【分享预告】

Hi 各位，我是正在创业的RAY，也是 Notion 官方推荐创作者，22年开始产出 Notion 相关内容，现在全网粉丝 30 万，并出了国内第一本 Notion 书籍。

这周六晚，我想用1小时，和大家聊聊我从 0 到 1 靠Notion 改变人生的真实经历。

适合谁听：
· 被裁或失业，想要职业转型的朋友
· 正在自由职业探索，需要系统管理业务，快速学习的朋友


📅 温馨提示：2026春节系列更多分享排期及详细介绍请查看：
https://docs.qq.com/sheet/DQ0FDWXBLd3RWYXpo?tab=000001

1. 北京—硬件GTM—Edmond
2. 深圳-产品-野猴
3. 🙊Poppy💋
4. 北京-九川
5. 广州 电商产品 White
6. 广州-短视频运营-小伍
7. 贵阳-二毛-运营
8. 深圳-零售商分-Molly
9. 广州_产品_Ava
10. 深圳-产品-艾米莉
11. 南京-广告🍅
12. 深圳-跨境电商-Rambo
13. 广州-交通咨询-Vic
14. 天津-创业-祝亚辉
15. 杭州-社区生鲜-玲珑
16. 武汉-产品-橙子
17. 北京-滴滴-运营-皮小跳
18. 上海-京东-产品-孙玉芹 Shirley
19. 北京-AI商业产品-贾贾
20. 北京-供应链-川
21. 上海-SaaS增长-杰森冯
22. 杭州-X-永年
23. 上海-运营-黄荣德
24. 北京-产品-陈才源
25. 上海-产品/运营-昱辰
26. 楼外楼-产品-深圳
27. 北京-软件研发-冬青
[2026-04-13 13:06] 我: 听吗
[2026-04-13 13:06] 灵溪隧道车神: [链接] 你在哪
[2026-04-13 13:06] 我: 聚餐
[2026-04-13 13:26] 💞最爱嘟七: [链接] 你听 我上课
[2026-04-13 13:26] 我: 我的课程进度极度缓慢
[2026-04-13 13:33] 💞最爱嘟七: [链接] 曲荷巷216号.m4a
[2026-04-13 13:34] 我: 你可以丢进听记看看
[2026-04-13 13:34] 我: 我录了最后他说的一点点
[2026-04-13 13:34] 我: 听记是哪个
[2026-04-13 13:34] 我: 算了你还是别丢进钉钉了
[2026-04-13 13:35] 我: 还是丢进自己的号吧
[2026-04-13 16:00] 我: 想拉屎
[2026-04-13 16:00] 我: 没空啦
[2026-04-13 16:47] 我: 有空的时侯已经拉不出了
[2026-04-13 16:51] 💞最爱嘟七: [链接] 【冷兔趣闻】和长辈聊天主要靠意会，靠不了言传！
  URL: https://mp.weixin.qq.com/s?__biz=MTgwNTE3Mjg2MA==&mid=2652760366&idx=1&sn=27f05d97c5d9da26a3a4c52fe5cfcb44&chksm=594ffe98eef3652ffff072d34a4f7645de7442f2f1d21150d1f108f7b79524f8df9d8e4e7392&mpshare=1&scene=1&srcid=04135o9AXdIjZuzwpAukm0CO&sharer_shareinfo=cbd80ca8265b87a3ab3eceab0ddbcfc6&sharer_shareinfo_first=cbd80ca8265b87a3ab3eceab0ddbcfc6#rd
[2026-04-13 16:52] 我: 宝见，受你一靠子
[2026-04-13 18:20] 我: 给你带了紫菜汤
[2026-04-13 18:23] 我: 好哦
[2026-04-13 18:34] 我: 几点回家
[2026-04-13 18:36] 我: 悬
[2026-04-13 18:57] 💞最爱嘟七: [链接] 21世纪大君夫人
  URL: https://www.douban.com/doubanapp/dispatch/movie/37147970?dt_dapp=1&dt_platform=com.douban.activity.wechat_friends
[2026-04-13 18:58] 💞最爱嘟七: [链接] 危险关系
  URL: https://www.douban.com/doubanapp/dispatch/movie/36866390?dt_dapp=1&dt_platform=com.douban.activity.wechat_friends
[2026-04-13 20:25] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eez3Y79SxtvVL0L7CkPM6dFibusn4vVFEyiaqUOVxbJ8v88HjMuVw60ApOpXqDfKz7zkBnM1wibhknYGvLTZWn2MhkJmTozGOo9VccRSiaC90iaY0CiajByyulPk3LSAN33TJGDna5aF0ricTX4qQ&hy=SZ&idx=1&m=31bcbe11b60f47eac69abe9c597f027f&uzid=7a206
[2026-04-13 20:38] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=rjD5jyTuFrIpZ2ibE8T7YmwgiahniaXswqzUkzoAJA4M2GbNx3oVg2RRoZNQrsXk290SfDqBia5U2BfLY4RBOGaHlice5NQY0tdKiclqYDUIqcSFkc6esuc1q4Qg&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a260
[2026-04-13 20:38] 我: 都这个点了
[2026-04-13 20:38] 我: 不拿宵夜好像很亏
[2026-04-13 20:39] 我: 拿呗
[2026-04-13 20:39] 我: 但要再20分钟
[2026-04-13 20:39] 我: 那学习20分钟好了
[2026-04-13 20:40] 💞最爱嘟七: [链接] 其他Skill都是给AI用的，这个是给你用的
  URL: https://mp.weixin.qq.com/s?t=pages/image_detail&scene=1&__biz=MzI1MTUxNzgxMA==&mid=2247501705&idx=1&sn=fc79cffc04be2a0586ae6e883738f68e&from_masonry=1&sharer_shareinfo_first=cd5cd13fe8760badd596d2e1833a8efb&sharer_shareinfo=cd5cd13fe8760badd596d2e1833a8efb#wechat_redirect
[2026-04-13 21:10] 我: 快帮我找找我的手机膜在哪
[2026-04-13 21:10] 我: [流泪][流泪]
[2026-04-13 21:10] 我: 太难受了
[2026-04-13 21:10] 我: 托拉猪
[2026-04-14 08:34] 我: 要带伞，外面下毛毛雨
[2026-04-14 08:34] 我: 妈呀，忘记带了
[2026-04-14 13:00] 💞最爱嘟七: [链接] 打工人的猫减肥，终于瘦了
  URL: https://www.xiaohongshu.com/discovery/item/69cfc8df000000001a02e2d9?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB6HGmtjuGOlCbibAruXxadm1MyE5op6K3ldwEmMfqteM=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1776142803&share_id=e083f20fb9f74f14b1b5ed8dc235a2cf
[2026-04-14 13:00] 💞最爱嘟七: [链接] 求助有经验的友友
  URL: https://www.xiaohongshu.com/discovery/item/69cfbd0e000000001e00d8a0?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB6HGmtjuGOlCbibAruXxadodQtQBp0B5QcGkUeG7V9wA=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1776142826&share_id=966d52746c334bd5ab2ee511b0a8af4e
[2026-04-14 13:00] 我: 为什么都是银渐层肥
[2026-04-14 13:10] 我: 笑死我了
[2026-04-14 13:10] 💞最爱嘟七: [链接] 静安寺对面为啥挂个SHI❤️SHI啊
  URL: https://www.xiaohongshu.com/discovery/item/69dc538c000000001f00216c?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBksXwoJHIGDrthBvWzEHTlDPqIvtIYMWUwUwGxY5qKWc=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1776143408&share_id=b77aea95eb41449e9545ade1d1d9da6a
[2026-04-14 13:11] 我: 不知道哪里好笑
[2026-04-14 13:12] 我: shi❤️shi
[2026-04-14 13:12] 我: 其实是两个i❤️sh连起来了
[2026-04-14 14:58] 💞最爱嘟七: [链接] Claude Code防封号终极指南
  URL: https://mp.weixin.qq.com/s?__biz=MzI1MTUxNzgxMA==&mid=2247501713&idx=1&sn=f1e414c9e8da5f337af197d323915730&chksm=e837097a8de262ef5910895a334946f276b71ba8355dc6537417e5466a5aca23b5fbd62462af&mpshare=1&scene=1&srcid=0414LoHIywOlC7roWDGcc1RP&sharer_shareinfo=f8b48707a8b0f5cd3f8f1f6d9f7c72e5&sharer_shareinfo_first=f8b48707a8b0f5cd3f8f1f6d9f7c72e5#rd
[2026-04-14 16:16] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAyI0xiaMB6HLzicZ1vnbNmp5xXWj8ePlS72ibkiamK03DriaibT3Pcag2Hib3tMYrR4Wo39p3bLuiaa9Mib6ibIpz8ypyaYB&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a170
[2026-04-14 17:37] 我: 你今晚不是要上课？
[2026-04-14 18:05] 我: 我都没发出去
[2026-04-14 18:05] 我: 你就感受到了？
[2026-04-14 18:06] 我: 发了
[2026-04-14 18:06] 我: 我看到图了
[2026-04-14 18:58] 我: 几点回家
[2026-04-14 18:59] 我: 今天又没去上课
[2026-04-14 18:59] 我: 我的搭子不在
[2026-04-14 18:59] 我: 没有动力
[2026-04-14 18:59] 我: 我的搭子在写 PPT
[2026-04-14 18:59] 我: 在看电影
[2026-04-14 19:34] 我: 好啊你
[2026-04-14 20:15] 我: 家里吵架，心情不好，今晚打一会牌
[2026-04-14 20:29] 我: haodu
[2026-04-15 00:34] 💞最爱嘟七: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQB4HVnoBvg6RrJplc9DeORhEjQbnpAUNbR3VqCSXIGVicJ1GLv5ts4XHsDE3iaEEIxiceZfw2xiaycXHKY53aInpEXh&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210
[2026-04-15 09:24] 我: 鸡蛋
[2026-04-15 09:25] 我: 镜子我拿出去了
[2026-04-15 09:25] 我: 拿了
[2026-04-15 09:25] 我: 猫
[2026-04-15 09:25] 我: 看到了
[2026-04-15 09:25] 我: 猫打架
[2026-04-15 09:25] 我: 你打他
[2026-04-15 09:25] 我: 很难的今天没有会
[2026-04-15 09:25] 我: 睡不着我就早点来上班
[2026-04-15 09:25] 我: 然后中午回去看看能不能睡着
[2026-04-15 09:41] 我: 好思路
[2026-04-15 10:47] 灵溪隧道车神: [链接] 我们是「狱友」！点击查看详情
  URL: https://mp.weixin.qq.com/mp/waerrpage?appid=wx6d7918632de3eacb&type=upgrade&upgradetype=3#wechat_redirect
[2026-04-15 10:52] 我: ？
[2026-04-15 12:09] 我: 买镜子 手机膜
[2026-04-15 12:44] 💞最爱嘟七: [链接] 比舞台更好笑的是曾沛慈的reaction
  URL: https://www.xiaohongshu.com/discovery/item/69db8b190000000022029767?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CB_JHhh20LGHKiuFUejHldrhL4m_reDq8_E2TLAUeZOOA=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1776228274&share_id=95dd7eded26a4dfd9a57caf872ee44f1
[2026-04-15 12:45] 💞最爱嘟七: [链接] 孙怡组赵子琪淘汰，曾沛慈直拍全程reaction
  URL: https://www.xiaohongshu.com/discovery/item/69d9e1ea000000002103a414?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBZDOe-yEgwVOkIRfGoN1p6-dcAfGE66MlNU3oY8WEIx0=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1776228319&share_id=ba8ef21bd8c8484dbbdebb1930271576
[2026-04-15 13:03] 💞最爱嘟七: [链接] 已成功写入旋转代码
  URL: https://www.xiaohongshu.com/discovery/item/69dd2c9b0000000023011ba1?app_platform=ios&app_version=9.25&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBGYD39XCdhZoDDE2Nd6JfWkXfxVvX3imhu_S0ISG7uM8=&author_share=1&xhsshare=WeixinSession&shareRedId=N0dHOUg3ND5MPko6S0E1PEo4PU08SUtB&apptime=1776229389&share_id=11540442942e40d892967fe9457b737a
[2026-04-15 13:12] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBLxkcHRonfyAvzP2BqwCkNG4Zp2kaM3IyGxu1Wu2AySnnvsWofgkgiauPByntWibQP5AynZFoQgn5s69nTiaDDn29&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a152
[2026-04-15 13:13] 💞最爱嘟七: [链接] 拼团吗？订酒店最高减80
[2026-04-15 13:13] 我: 点进去
[2026-04-15 13:13] 我: 搜
[2026-04-15 13:13] 我: 暮屿岚丨MUYULAN●MELLOWOUTLIFE富氧观景美宿（独克宗古城店）
[2026-04-15 13:13] 我: 5.29-5.30
[2026-04-15 13:13] 我: 看看多少钱
[2026-04-15 13:15] 我: 你定一间
[2026-04-15 13:15] 我: 你比我便宜十块
[2026-04-15 13:15] 我: 记得用这个链接
[2026-04-15 13:15] 我: 还能返几块钱的
[2026-04-15 13:17] 我: 你定完之后再在这里分享给我，我来定第三晚
[2026-04-15 13:17] 我: 一环套一环
[2026-04-15 13:17] 我: 拿满价值
[2026-04-15 13:22] 我: 就是第一个是吧
[2026-04-15 13:25] 灵溪隧道车神: [链接] 拼团吗？订酒店最高减80
  URL: https://mp.weixin.qq.com/mp/waerrpage?appid=wx76dcd806f382ec8e&type=upgrade&upgradetype=3#wechat_redirect
[2026-04-15 13:45] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBg1qknZtM0kcl0QJPDVlsNereq30YHvNA5WVwQ6lsooJjuriapzcEmonoyjoZonR7bkz1iaT9R8JRc5kSN5k382N&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1b6
[2026-04-15 18:25] 我: 晚上把猫关书房吧
[2026-04-15 18:35] 我: 是纪元更新了
[2026-04-15 18:36] 我: 啊
[2026-04-15 18:36] 我: 你也爱上了
[2026-04-15 18:37] 我: 是有些人不等我看而已
[2026-04-15 18:37] 我: 胡说
[2026-04-15 18:38] 我: 没更新呢
[2026-04-15 18:38] 我: 我禁止你再使用百度好吗
[2026-04-15 18:40] 我: part3
[2026-04-15 18:40] 我: 第四季
[2026-04-15 18:43] 我: 1
[2026-04-15 19:10] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQBibYVbib4IkNLiby4GzbV5I3rbnALUPBxrZOuawjqduC1or4REkumUgBicsI6pyshA5Y0TvBbnCZDUXto3gNQPrZbh&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-15 19:12] 我: 收到
[2026-04-15 19:23] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQDPYMqxCK9l8WupjIhe4eDiauyzc8kcbwNn7l4mhBJekKvJeJMpcdIZpNwOpIFBPYqjfln9Eep2yiblTCL5o926t7&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a166
[2026-04-15 20:19] 我: 一直打不到车
[2026-04-16 08:28] 我: 有点小雨
[2026-04-16 08:34] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAMGUS4iaU9ib1urUqXANicia43Bg1YibiaRhRswtEw41MIlXycUN9UiazibSV7ibfMX79bicJwnZU9KDdku0xqHWDicr6LEuf&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a22e
[2026-04-16 08:40] 我: 还是有点子冷的
[2026-04-16 09:54] 我: 我在发冷
[2026-04-16 11:00] 我: 啊
[2026-04-16 11:00] 我: 要不回家拿衣服？
[2026-04-16 11:00] 我: 公司里的毯子盖上也冷么
[2026-04-16 11:28] 我: 来m
[2026-04-16 11:28] 我: 开始肚子疼
[2026-04-16 12:31] 💞最爱嘟七: [链接] 如果今天你有2小时，应该Build个什么产品好？
  URL: https://mp.weixin.qq.com/s?__biz=MzI1MTUxNzgxMA==&mid=2247501734&idx=1&sn=9beeb1b651010029ceb15d363ead85ad&chksm=e8b6bd6680630ad9002521fab18f8d0f9491edf892060bdb172cdb6ef001f0abe4cb81769eb2&mpshare=1&scene=1&srcid=0416qa4H7QNCTIPfGvGzbcvN&sharer_shareinfo=ce30b743ed05ed15f6ea9f1b4eef28ea&sharer_shareinfo_first=ce30b743ed05ed15f6ea9f1b4eef28ea#rd
[2026-04-16 16:26] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQArKdyA3S0I1LjRa6HsVR96mXw1pLmO8p1klbZgmL9jd3fwtEdTKZdgibm2qJlytlLcljNcz0ichRsbwU8RYiayL6G&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a1ac
[2026-04-16 16:28] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
  URL: http://wxapp.tc.qq.com/251/20302/stodownload?encfilekey=Cvvj5Ix3eewK0tHtibORqcsqchXNh0Gf3sJcaYqC2rQAicOP6icdrPicU5ckEvHJcQxnBkf33EhW9VTfQHBlT1ywqxz98JGPicVMym2K2TyCG8rCbmfMdDAllvvO5RWvQvy1X&bizid=1023&dotrans=0&hy=SH&idx=1&m=&uzid=7a210
[2026-04-16 16:28] 灵溪隧道车神: [链接] 当前微信版本不支持展示该内容，请升级至最新版本。
